wallSec,fps,dtAvg,dtMax,simRatio,realRatio,fixedHz,fixedDt,maxDeltaTime,timeScale,targetFps,vSyncCount,time
297.61,58,0.0174,0.0336,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,276.73
298.61,67,0.0150,0.0319,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,277.74
299.61,65,0.0154,0.0364,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,278.74
300.64,68,0.0151,0.0327,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,279.77
301.65,71,0.0142,0.0304,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,280.77
302.65,72,0.0140,0.0294,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,281.78
303.65,67,0.0149,0.0303,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,282.78
304.67,72,0.0140,0.0283,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,283.79
305.68,71,0.0142,0.0285,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,284.80
306.69,72,0.0141,0.0294,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,285.82
307.71,70,0.0145,0.0303,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,286.83
308.72,74,0.0137,0.0334,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,287.85
309.72,71,0.0141,0.0300,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,288.85
310.73,59,0.0171,0.0336,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,289.86
311.73,53,0.0189,0.0313,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,290.86
312.75,46,0.0219,0.0351,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,291.87
313.77,45,0.0228,0.0406,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,292.90
314.79,45,0.0226,0.0405,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,293.92
315.81,47,0.0216,0.0451,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,294.93
316.82,51,0.0198,0.0412,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,295.94
317.83,55,0.0185,0.0342,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,296.96
318.84,56,0.0181,0.0343,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,297.97
319.87,54,0.0190,0.0325,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,298.99
320.87,54,0.0186,0.0349,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,300.00
321.89,54,0.0188,0.0423,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,301.01
322.90,55,0.0183,0.0350,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,302.02
323.92,55,0.0186,0.0309,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,303.04
324.93,50,0.0202,0.0469,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,304.05
325.94,60,0.0169,0.0347,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,305.07
326.95,61,0.0167,0.0321,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,306.08
327.96,51,0.0198,0.0462,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,307.09
328.97,53,0.0191,0.0410,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,308.10
329.99,49,0.0208,0.0340,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,309.12
331.02,47,0.0219,0.0353,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,310.15
332.04,46,0.0222,0.0464,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,311.17
333.06,19,0.0537,0.0831,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,312.19
334.10,25,0.0413,0.0932,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,313.22
335.13,21,0.0490,0.0664,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,314.25
336.14,49,0.0206,0.1402,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,315.26
337.14,63,0.0159,0.0215,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,316.27
338.17,23,0.0447,0.0585,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,317.29
339.20,21,0.0491,0.0604,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,318.33
340.23,26,0.0396,0.0573,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,319.36
341.23,24,0.0419,0.0667,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,320.36
342.24,64,0.0158,0.0339,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,321.37
343.25,53,0.0190,0.0359,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,322.38
344.25,57,0.0176,0.0328,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,323.38
345.25,60,0.0167,0.0341,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,324.38
346.27,56,0.0182,0.0397,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,325.40
347.28,53,0.0191,0.0396,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,326.41
348.32,30,0.0345,0.0671,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,327.44
349.35,26,0.0395,0.0586,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,328.47
350.36,25,0.0405,0.0731,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,329.48
351.39,53,0.0195,0.0707,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,330.51
352.41,27,0.0377,0.0459,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,331.53
353.42,27,0.0376,0.0384,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,332.55
354.43,25,0.0402,0.0695,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,333.55
355.44,24,0.0423,0.0488,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,334.57
356.46,28,0.0362,0.0573,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,335.58
357.47,64,0.0159,0.0467,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,336.60
358.49,48,0.0213,0.0555,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,337.62
359.53,22,0.0469,0.0539,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,338.65
360.57,21,0.0498,0.0569,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,339.70
361.62,33,0.0317,0.0601,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,340.74
362.63,32,0.0317,0.1590,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,341.75
363.66,22,0.0467,0.0551,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,342.78
364.68,36,0.0285,0.0778,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,343.81
365.69,53,0.0192,0.0473,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,344.82
366.72,32,0.0319,0.0730,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,345.84
367.74,35,0.0291,0.0713,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,346.86
368.75,70,0.0145,0.0391,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,347.88
369.75,76,0.0132,0.0187,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,348.88
370.77,24,0.0423,0.0706,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,349.90
371.78,31,0.0325,0.0668,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,350.90
372.78,46,0.0219,0.0650,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,351.91
373.79,72,0.0139,0.0187,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,352.91
374.79,59,0.0171,0.0880,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,353.92
375.80,25,0.0402,0.1485,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,354.93
376.82,44,0.0232,0.0379,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,355.95
377.85,46,0.0224,0.0474,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,356.98
378.86,46,0.0219,0.0445,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,357.98
379.89,44,0.0233,0.0415,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,359.01
380.90,45,0.0225,0.0367,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,360.02
381.91,46,0.0221,0.0390,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,361.04
382.94,46,0.0223,0.0402,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,362.07
383.95,41,0.0245,0.0402,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,363.07
384.96,43,0.0236,0.0421,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,364.09
385.97,46,0.0220,0.0383,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,365.10
387.00,47,0.0219,0.0413,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,366.13
388.01,44,0.0230,0.0498,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,367.14
389.02,46,0.0219,0.0409,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,368.15
390.03,44,0.0229,0.0452,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,369.16
391.05,47,0.0218,0.0765,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,370.18
392.06,52,0.0194,0.0333,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,371.19
393.08,52,0.0195,0.0320,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,372.20
394.08,53,0.0191,0.0325,0.003,0.003,0.2,0.0167,0.1667,1.00,400,0,373.21
398.48,36,0.0246,0.1667,0.002,0.011,0.1,0.0167,0.1667,1.00,400,0,374.10
400.52,1,0.1667,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,374.27
401.73,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,374.43
403.43,11,0.0746,0.1667,0.002,0.004,0.1,0.0167,0.1667,1.00,400,0,375.25
409.54,1,0.1667,0.1667,0.000,0.015,0.0,0.0167,0.1667,1.00,400,0,375.42
413.58,2,0.1667,0.1667,0.001,0.010,0.0,0.0167,0.1667,1.00,400,0,375.75
418.37,1,0.1667,0.1667,0.000,0.011,0.0,0.0167,0.1667,1.00,400,0,375.92
421.48,1,0.1667,0.1667,0.000,0.007,0.0,0.0167,0.1667,1.00,400,0,376.09
423.04,9,0.1031,0.1667,0.002,0.004,0.1,0.0167,0.1667,1.00,400,0,377.01
425.38,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,377.18
428.71,1,0.1667,0.1667,0.000,0.008,0.0,0.0167,0.1667,1.00,400,0,377.35
431.80,1,0.1667,0.1667,0.000,0.007,0.0,0.0167,0.1667,1.00,400,0,377.51
433.50,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,377.68
437.56,1,0.1667,0.1667,0.000,0.009,0.0,0.0167,0.1667,1.00,400,0,377.85
440.16,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,378.01
442.95,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,378.18
446.15,1,0.1667,0.1667,0.000,0.007,0.0,0.0167,0.1667,1.00,400,0,378.35
452.02,1,0.1667,0.1667,0.000,0.013,0.0,0.0167,0.1667,1.00,400,0,378.51
454.49,1,0.1667,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,378.68
456.54,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,378.85
459.44,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,379.01
462.79,1,0.1667,0.1667,0.000,0.007,0.0,0.0167,0.1667,1.00,400,0,379.18
464.62,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,379.35
467.04,1,0.1667,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,379.51
468.51,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,379.85
475.48,1,0.1667,0.1667,0.000,0.015,0.0,0.0167,0.1667,1.00,400,0,380.01
476.91,2,0.1360,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,380.29
478.55,3,0.1013,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,380.59
480.40,3,0.1020,0.1667,0.001,0.004,0.0,0.0167,0.1667,1.00,400,0,380.90
482.66,5,0.1355,0.1667,0.001,0.005,0.1,0.0167,0.1667,1.00,400,0,381.57
483.87,3,0.1027,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,381.88
486.13,2,0.0976,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,382.08
487.15,4,0.0804,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,382.40
488.19,3,0.1335,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,382.80
489.22,3,0.1667,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,383.30
490.48,4,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,383.97
491.49,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,384.30
493.25,3,0.1664,0.1667,0.001,0.004,0.1,0.0167,0.1667,1.00,400,0,384.80
494.36,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,385.13
495.37,4,0.1493,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,385.73
497.00,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,386.23
498.23,2,0.1446,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,386.52
499.63,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,387.02
501.09,3,0.1650,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,387.51
502.18,3,0.1667,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,388.01
504.00,4,0.1667,0.1667,0.001,0.004,0.1,0.0167,0.1667,1.00,400,0,388.68
505.79,2,0.1667,0.1667,0.001,0.004,0.0,0.0167,0.1667,1.00,400,0,389.01
508.25,6,0.1378,0.1667,0.002,0.005,0.1,0.0167,0.1667,1.00,400,0,389.84
509.70,2,0.0983,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,390.04
512.10,7,0.0904,0.1667,0.001,0.005,0.1,0.0167,0.1667,1.00,400,0,390.67
513.63,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,390.83
515.49,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,391.00
516.52,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,391.17
518.45,2,0.1667,0.1667,0.001,0.004,0.0,0.0167,0.1667,1.00,400,0,391.50
519.49,2,0.1542,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,391.81
521.22,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,392.14
522.78,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,392.48
524.84,5,0.1140,0.1667,0.001,0.004,0.1,0.0167,0.1667,1.00,400,0,393.05
525.98,4,0.1152,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,393.51
527.44,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,393.84
529.10,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,394.34
530.19,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,394.67
531.50,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,395.01
532.53,3,0.1205,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,395.37
533.72,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,395.70
534.89,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,396.04
536.36,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,396.54
537.40,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,396.70
538.50,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,397.04
540.54,2,0.1667,0.1667,0.001,0.004,0.0,0.0167,0.1667,1.00,400,0,397.37
541.79,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,397.70
543.24,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,398.20
544.65,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,398.54
546.04,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,398.70
547.37,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,399.04
548.52,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,399.37
549.58,2,0.1275,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,399.62
551.18,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,400.12
552.50,4,0.1626,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,400.77
554.09,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,401.27
555.11,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,401.61
556.80,3,0.1667,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,402.11
557.93,4,0.1586,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,402.74
558.99,5,0.1354,0.1667,0.001,0.002,0.1,0.0167,0.1667,1.00,400,0,403.42
560.28,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,403.59
562.33,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,403.75
563.93,8,0.0807,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,404.40
566.11,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,404.57
568.84,2,0.1667,0.1667,0.001,0.005,0.0,0.0167,0.1667,1.00,400,0,404.90
572.26,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,405.07
574.68,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,405.23
576.53,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,405.40
577.89,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,405.57
579.22,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,405.73
581.15,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,405.90
584.52,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,406.07
586.50,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,406.23
590.79,2,0.1667,0.1667,0.001,0.007,0.0,0.0167,0.1667,1.00,400,0,406.57
592.09,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,406.73
593.24,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,406.90
595.05,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,407.07
597.50,2,0.1667,0.1667,0.001,0.004,0.0,0.0167,0.1667,1.00,400,0,407.40
598.63,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,407.57
600.20,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,407.73
601.50,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,407.90
604.50,2,0.1667,0.1667,0.001,0.005,0.0,0.0167,0.1667,1.00,400,0,408.23
605.54,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,408.40
607.60,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,408.57
609.74,1,0.1667,0.1667,0.000,0.004,0.0,0.0167,0.1667,1.00,400,0,408.73
610.85,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,408.90
614.09,1,0.1667,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,409.07
615.70,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,409.23
619.46,1,0.1667,0.1667,0.000,0.006,0.0,0.0167,0.1667,1.00,400,0,409.40
621.09,1,0.1667,0.1667,0.000,0.003,0.0,0.0167,0.1667,1.00,400,0,409.57
624.34,1,0.1667,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,409.73
627.23,1,0.1667,0.1667,0.000,0.005,0.0,0.0167,0.1667,1.00,400,0,409.90
628.48,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,410.07
630.11,6,0.0996,0.1667,0.001,0.003,0.1,0.0167,0.1667,1.00,400,0,410.66
631.18,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,410.83
632.22,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,411.16
634.57,4,0.1481,0.1667,0.001,0.004,0.1,0.0167,0.1667,1.00,400,0,411.76
635.61,2,0.1611,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,412.08
637.49,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,412.41
638.53,3,0.1207,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,412.77
640.12,3,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,413.27
641.15,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,413.61
642.17,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,413.94
643.18,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,414.11
644.19,3,0.1400,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,414.53
645.54,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,414.86
647.40,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,415.19
648.51,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,415.53
649.55,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,415.69
651.26,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,416.03
652.61,3,0.1664,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,416.53
653.94,2,0.1667,0.1667,0.001,0.002,0.0,0.0167,0.1667,1.00,400,0,416.86
656.09,2,0.1667,0.1667,0.001,0.003,0.0,0.0167,0.1667,1.00,400,0,417.19
657.43,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,417.36
658.49,1,0.1667,0.1667,0.000,0.002,0.0,0.0167,0.1667,1.00,400,0,417.53
